time ax ay az button
0.316000 -0.007670 -0.147849 -0.127496 0.000000
0.318000 -0.007670 -0.129146 -0.033871 0.000000
0.320000 -0.007670 -0.039294 -0.033871 0.000000
0.322000 -0.007670 -0.039224 0.106474 0.000000
0.324000 -0.007670 0.102543 0.045257 0.000000
0.326000 -0.007670 0.048330 -0.060896 0.000000
0.328000 -0.007670 -0.055357 -0.158293 0.000000
0.330000 -0.007670 -0.153385 -0.158293 0.000000
0.332000 -0.007670 -0.153218 -0.192908 0.000000
0.334000 -0.007670 -0.192261 -0.108249 0.000000
0.336000 -0.007670 -0.113109 0.011801 0.000000
0.338000 -0.007670 0.005360 0.011801 0.000000
0.340000 -0.007670 0.005414 -0.000505 0.000000
0.342000 -0.007670 -0.000495 -0.054686 0.000000
0.344000 -0.007670 -0.052449 -0.123802 0.000000
0.346000 -0.007670 -0.120338 -0.127526 0.000000
0.348000 -0.009204 -0.127430 -0.127526 0.000000
0.350000 -0.009204 -0.127211 -0.042947 0.000000
0.352000 -0.009204 -0.045589 -0.064550 0.000000
0.354000 -0.009204 -0.063369 -0.105704 0.000000
0.356000 -0.009204 -0.103482 -0.105704 0.000000
0.358000 -0.009204 -0.103296 -0.100352 0.000000
0.360000 -0.009204 -0.100910 -0.049523 0.000000
0.362000 -0.009204 -0.052684 0.011449 0.000000
0.364000 -0.007670 0.008067 0.048800 0.000000
0.366000 -0.007670 0.046852 0.048800 0.000000
0.368000 -0.007670 0.046906 -0.009708 0.000000
0.370000 -0.007670 -0.008192 -0.152628 0.000000
0.372000 -0.007670 -0.145062 -0.185380 0.000000
0.374000 -0.009204 -0.183680 -0.185380 0.000000
0.376000 -0.007670 -0.183435 -0.145388 0.000000
0.378000 -0.007670 -0.147026 -0.035317 0.000000
0.380000 -0.007670 -0.041723 -0.048149 0.000000
0.382000 -0.007670 -0.047931 -0.054040 0.000000
0.384000 -0.007670 -0.053995 -0.054040 0.000000
0.386000 -0.007670 -0.053794 -0.016320 0.000000
0.388000 -0.007670 -0.017228 -0.051890 0.000000
0.390000 -0.007670 -0.049377 -0.064260 0.000000
0.392000 -0.007670 -0.064032 -0.111582 0.000000
0.394000 -0.007670 -0.109970 -0.111582 0.000000
0.396000 -0.007670 -0.109739 -0.126964 0.000000
0.398000 -0.007670 -0.126813 -0.069692 0.000000
0.400000 -0.007670 -0.073166 0.004945 0.000000
0.402000 -0.007670 0.000994 0.004945 0.000000
0.404000 -0.007670 0.001133 -0.033044 0.000000
0.406000 -0.006136 -0.031188 -0.115270 0.000000
0.408000 -0.006136 -0.111379 -0.155305 0.000000
0.410000 -0.006136 -0.153799 -0.082831 0.000000
0.412000 -0.006136 -0.087126 -0.082831 0.000000
0.414000 -0.006136 -0.086807 0.098242 0.000000
0.416000 -0.006136 0.092602 0.123016 0.000000
0.418000 -0.004602 0.122622 0.016250 0.000000
0.420000 -0.004602 0.023075 0.016250 0.000000
0.422000 -0.004602 0.023119 -0.201767 0.000000
0.424000 -0.006136 -0.195680 -0.126781 0.000000
0.426000 -0.006136 -0.131004 -0.037911 0.000000
0.428000 -0.004602 -0.043176 0.085389 0.000000
0.430000 -0.004602 0.078550 0.085389 0.000000
0.432000 -0.003068 0.078639 0.035226 0.000000
0.434000 -0.003068 0.037179 -0.108492 0.000000
0.436000 -0.003068 -0.100705 -0.093460 0.000000
0.438000 -0.003068 -0.094216 -0.093460 0.000000
0.440000 -0.003068 -0.093929 -0.072656 0.000000
0.442000 -0.003068 -0.073649 -0.058155 0.000000
0.444000 -0.003068 -0.059132 -0.080733 0.000000
0.446000 -0.003068 -0.079693 -0.160228 0.000000
0.448000 -0.003068 -0.155883 -0.160228 0.000000
0.450000 -0.003068 -0.155434 -0.051157 0.000000
0.452000 -0.001534 -0.053946 -0.001679 0.000000
0.454000 -0.001534 -0.004401 0.045745 0.000000
0.456000 -0.001534 0.043111 -0.039548 0.000000
0.458000 -0.001534 -0.035466 -0.039548 0.000000
0.460000 -0.001534 -0.035157 -0.139315 0.000000
0.462000 -0.001534 -0.136279 -0.104091 0.000000
0.464000 -0.000000 -0.105874 -0.067801 0.000000
0.466000 -0.000000 -0.069756 -0.067801 0.000000
0.468000 -0.000000 -0.069443 -0.047685 0.000000
0.470000 0.001534 -0.048061 -0.060486 0.000000
0.472000 0.001534 -0.060177 -0.058868 0.000000
0.474000 0.001534 -0.059287 0.007156 0.000000
0.476000 0.001534 0.003837 0.007156 0.000000
0.478000 0.001534 0.004140 0.024183 0.000000
0.480000 0.003068 0.023819 -0.046902 0.000000
0.482000 0.003068 -0.042746 -0.107894 0.000000
0.484000 0.003068 -0.104411 -0.107894 0.000000
0.486000 0.003068 -0.104065 -0.134329 0.000000
0.488000 0.003068 -0.133624 -0.072130 0.000000
0.490000 0.003068 -0.075652 -0.023126 0.000000
0.492000 0.004602 -0.025756 -0.020576 0.000000
0.494000 0.004602 -0.020532 -0.020576 0.000000
0.496000 0.006136 -0.020168 -0.115956 0.000000
0.498000 0.006136 -0.113108 -0.124133 0.000000
0.500000 0.006136 -0.123745 -0.006529 0.000000
0.502000 0.006136 -0.012738 -0.006529 0.000000
0.504000 0.006136 -0.012379 0.051862 0.000000
0.506000 0.006136 0.050312 -0.053553 0.000000
0.508000 0.007670 -0.047713 -0.133975 0.000000
0.510000 0.007670 -0.129392 -0.174662 0.000000
0.512000 0.007670 -0.172547 -0.174662 0.000000
0.514000 0.007670 -0.171951 -0.006130 0.000000
0.516000 0.009204 -0.010888 0.133961 0.000000
0.518000 0.009204 0.127093 0.099654 0.000000
0.520000 0.010738 0.101983 -0.109690 0.000000
0.522000 0.010738 -0.098474 -0.109690 0.000000
0.524000 0.010738 -0.098002 -0.137131 0.000000
0.526000 0.010738 -0.136156 -0.084620 0.000000
0.528000 0.010738 -0.087551 -0.001893 0.000000
0.530000 0.012272 -0.006388 -0.001893 0.000000
0.532000 0.012272 -0.006051 -0.010142 0.000000
0.534000 0.013806 -0.009477 -0.083082 0.000000
0.536000 0.013806 -0.079021 -0.132307 0.000000
0.538000 0.013806 -0.129576 -0.059940 0.000000
0.540000 0.013806 -0.063708 -0.059940 0.000000
0.542000 0.013806 -0.063169 0.046561 0.000000
0.544000 0.015340 0.043709 0.102338 0.000000
0.546000 0.015340 0.100093 0.009355 0.000000
0.548000 0.016874 0.014832 0.009355 0.000000
0.550000 0.016874 0.015157 -0.121958 0.000000
0.552000 0.016874 -0.117991 -0.101745 0.000000
0.554000 0.016874 -0.102709 -0.048642 0.000000
0.556000 0.016874 -0.051517 0.019139 0.000000
0.558000 0.018408 0.015771 0.019139 0.000000
0.560000 0.018408 0.016229 -0.049404 0.000000
0.562000 0.018408 -0.046875 -0.079787 0.000000
0.564000 0.019942 -0.077749 -0.053557 0.000000
0.566000 0.019942 -0.054811 -0.053557 0.000000
0.568000 0.019942 -0.054349 0.068929 0.000000
0.570000 0.021476 0.065445 0.128323 0.000000
0.572000 0.021476 0.125804 0.093491 0.000000
0.574000 0.021476 0.095999 -0.068778 0.000000
0.576000 0.023010 -0.059501 -0.068778 0.000000
0.578000 0.023010 -0.059003 -0.130113 0.000000
0.580000 0.023010 -0.127986 -0.090237 0.000000
0.582000 0.023010 -0.092287 0.019520 0.000000
0.584000 0.024544 0.014006 0.116119 0.000000
0.586000 0.024544 0.110982 0.116119 0.000000
0.588000 0.026078 0.111216 0.004855 0.000000
0.590000 0.026078 0.008458 -0.067768 0.000000
0.592000 0.026078 -0.063342 -0.088860 0.000000
0.594000 0.026078 -0.087411 -0.088860 0.000000
0.596000 0.026078 -0.086898 -0.027059 0.000000
0.598000 0.027612 -0.028675 -0.004598 0.000000
0.600000 0.027612 -0.005129 -0.025321 0.000000
0.602000 0.027612 -0.024056 -0.088415 0.000000
0.604000 0.029146 -0.085016 -0.088415 0.000000
0.606000 0.029146 -0.084455 -0.062460 0.000000
0.608000 0.029146 -0.063100 0.000600 0.000000
0.610000 0.029146 -0.002573 0.109024 0.000000
0.612000 0.030680 0.103764 0.109024 0.000000
0.614000 0.030680 0.104082 0.039384 0.000000
0.616000 0.030680 0.042100 -0.073214 0.000000
0.618000 0.032214 -0.066854 -0.122844 0.000000
0.620000 0.032214 -0.119956 -0.106333 0.000000
0.622000 0.032214 -0.107208 -0.106333 0.000000
0.624000 0.033748 -0.106688 0.064392 0.000000
0.626000 0.033748 0.059579 0.143411 0.000000
0.628000 0.033748 0.140156 0.083672 0.000000
0.630000 0.035282 0.087613 -0.093002 0.000000
0.632000 0.035282 -0.083128 -0.093002 0.000000
0.634000 0.035282 -0.082639 -0.093041 0.000000
0.636000 0.035282 -0.092898 -0.029339 0.000000
0.638000 0.036816 -0.032773 0.070248 0.000000
0.640000 0.036816 0.065137 0.070248 0.000000
0.642000 0.036816 0.065421 0.026820 0.000000
0.644000 0.038350 0.028763 -0.076152 0.000000
0.646000 0.038350 -0.070214 -0.118367 0.000000
0.648000 0.038350 -0.115802 -0.045318 0.000000
0.650000 0.038350 -0.049187 -0.045318 0.000000
0.652000 0.038350 -0.048658 0.105278 0.000000
0.654000 0.039884 0.101419 0.186904 0.000000
0.656000 0.039884 0.183634 0.072929 0.000000
0.658000 0.039884 0.079724 0.072929 0.000000
0.660000 0.041417 0.079959 -0.078802 0.000000
0.662000 0.041417 -0.074083 -0.084419 0.000000
0.664000 0.041417 -0.084017 -0.034772 0.000000
0.666000 0.041417 -0.037426 0.080383 0.000000
0.668000 0.042951 0.075285 0.080383 0.000000
0.670000 0.042951 0.075599 0.036784 0.000000
0.672000 0.042951 0.038567 -0.030426 0.000000
0.674000 0.042951 -0.026389 -0.055785 0.000000
0.676000 0.044485 -0.054242 -0.055785 0.000000
0.678000 0.044485 -0.053803 0.014128 0.000000
0.680000 0.044485 0.011908 0.143278 0.000000
0.682000 0.046019 0.137291 0.127409 0.000000
0.684000 0.046019 0.129346 0.000871 0.000000
0.686000 0.046019 0.008250 0.000871 0.000000
0.688000 0.046019 0.008543 -0.075729 0.000000
0.690000 0.046019 -0.073289 -0.071835 0.000000
0.692000 0.046019 -0.072139 -0.051339 0.000000
0.694000 0.047553 -0.052485 0.015236 0.000000
0.696000 0.047553 0.012759 0.015236 0.000000
0.698000 0.047553 0.013138 0.003881 0.000000
0.700000 0.047553 0.004611 -0.016428 0.000000
0.702000 0.049087 -0.015141 -0.010219 0.000000
0.704000 0.049087 -0.010463 -0.010219 0.000000
0.706000 0.049087 -0.010140 0.060942 0.000000
0.708000 0.049087 0.058681 0.014152 0.000000
0.710000 0.049087 0.017385 -0.083864 0.000000
0.712000 0.049087 -0.077709 -0.074631 0.000000
0.714000 0.049087 -0.074628 -0.074631 0.000000
0.716000 0.050621 -0.074138 -0.012935 0.000000
0.718000 0.050621 -0.014710 0.089043 0.000000
0.720000 0.052155 0.083755 0.189439 0.000000
0.722000 0.052155 0.184732 0.189439 0.000000
0.724000 0.052155 0.184773 0.014613 0.000000
0.726000 0.052155 0.020239 -0.068088 0.000000
0.728000 0.052155 -0.063134 -0.073137 0.000000
0.730000 0.052155 -0.072564 0.038607 0.000000
0.732000 0.052155 0.032555 0.038607 0.000000
0.734000 0.053689 0.032824 0.128958 0.000000
0.736000 0.053689 0.126920 0.104120 0.000000
0.738000 0.053689 0.106600 -0.003841 0.000000
0.740000 0.053689 0.002115 -0.003841 0.000000
0.742000 0.053689 0.002352 -0.058622 0.000000
0.744000 0.055223 -0.056724 -0.011619 0.000000
0.746000 0.055223 -0.014061 0.080750 0.000000
0.748000 0.055223 0.075884 0.114770 0.000000
0.750000 0.055223 0.114977 0.114770 0.000000
0.752000 0.055223 0.115046 -0.061211 0.000000
0.754000 0.055223 -0.056025 -0.092124 0.000000
0.756000 0.055223 -0.090540 -0.082722 0.000000
0.758000 0.055223 -0.083396 0.031854 0.000000
0.760000 0.056757 0.025378 0.031854 0.000000
0.762000 0.056757 0.025670 0.137014 0.000000
0.764000 0.056757 0.134485 0.154803 0.000000
0.766000 0.056757 0.155441 0.033001 0.000000
0.768000 0.056757 0.040197 0.033001 0.000000
0.770000 0.056757 0.040355 -0.016902 0.000000
0.772000 0.056757 -0.015321 0.027847 0.000000
0.774000 0.058291 0.025467 0.041510 0.000000
0.776000 0.058291 0.040846 -0.046160 0.000000
0.778000 0.058291 -0.040712 -0.046160 0.000000
0.780000 0.058291 -0.040495 -0.033179 0.000000
0.782000 0.058291 -0.033199 -0.028421 0.000000
0.784000 0.058291 -0.028461 0.006894 0.000000
0.786000 0.058291 0.005135 0.006894 0.000000
0.788000 0.058291 0.005400 0.140751 0.000000
0.790000 0.059825 0.136945 0.063296 0.000000
0.792000 0.059825 0.067738 -0.041881 0.000000
0.794000 0.059825 -0.035706 -0.073407 0.000000
0.796000 0.059825 -0.071238 -0.073407 0.000000
0.798000 0.059825 -0.071018 -0.013360 0.000000
0.800000 0.059825 -0.015084 0.057530 0.000000
0.802000 0.059825 0.054089 0.102287 0.000000
0.804000 0.059825 0.100719 -0.041004 0.000000
0.806000 0.059825 -0.033474 -0.041004 0.000000
0.808000 0.059825 -0.033254 -0.076409 0.000000
0.810000 0.059825 -0.075184 -0.045439 0.000000
0.812000 0.059825 -0.047228 0.110287 0.000000
0.814000 0.059825 0.101980 0.110287 0.000000
0.816000 0.059825 0.101991 0.197858 0.000000
0.818000 0.059825 0.196041 0.112293 0.000000
0.820000 0.059825 0.117722 -0.016016 0.000000
0.822000 0.059825 -0.008861 -0.055490 0.000000
0.824000 0.059825 -0.053386 -0.055490 0.000000
0.826000 0.059825 -0.053145 -0.009726 0.000000
0.828000 0.059825 -0.011031 0.059144 0.000000
0.830000 0.061359 0.055485 0.085228 0.000000
0.832000 0.061359 0.084911 0.085228 0.000000
0.834000 0.061359 0.084859 0.032479 0.000000
0.836000 0.059825 0.034322 0.007219 0.000000
0.838000 0.059825 0.008633 0.004579 0.000000
0.840000 0.059825 0.004603 0.022029 0.000000
0.842000 0.059825 0.020801 0.022029 0.000000
0.844000 0.059825 0.020867 0.004971 0.000000
0.846000 0.059825 0.005557 -0.038314 0.000000
0.848000 0.059825 -0.035651 -0.077834 0.000000
0.850000 0.059825 -0.075418 -0.077834 0.000000
0.852000 0.059825 -0.075267 0.000677 0.000000
0.854000 0.059825 -0.001432 0.071681 0.000000
0.856000 0.059825 0.067853 0.143732 0.000000
0.858000 0.059825 0.140029 0.011611 0.000000
0.860000 0.059825 0.018791 0.011611 0.000000
0.862000 0.059825 0.018763 -0.054250 0.000000
0.864000 0.059825 -0.052206 -0.086118 0.000000
0.866000 0.059825 -0.084496 -0.063847 0.000000
0.868000 0.059825 -0.065082 0.072450 0.000000
0.870000 0.059825 0.065675 0.072450 0.000000
0.872000 0.059825 0.065736 0.085998 0.000000
0.874000 0.059825 0.085694 0.042456 0.000000
0.876000 0.059825 0.044983 -0.006512 0.000000
0.878000 0.059825 -0.003742 -0.006512 0.000000
0.880000 0.059825 -0.003735 -0.009849 0.000000
0.882000 0.059825 -0.009799 0.024764 0.000000
0.884000 0.059825 0.022949 0.065224 0.000000
0.886000 0.059825 0.063424 -0.020764 0.000000
0.888000 0.059825 -0.015903 -0.020764 0.000000
0.890000 0.059825 -0.015856 -0.036036 0.000000
0.892000 0.059825 -0.035529 -0.049987 0.000000
0.894000 0.059825 -0.049402 0.025244 0.000000
0.896000 0.059825 0.021061 0.025244 0.000000
0.898000 0.059825 0.021060 0.077046 0.000000
0.900000 0.059825 0.075572 0.079122 0.000000
0.902000 0.059825 0.079375 0.028741 0.000000
0.904000 0.058291 0.031919 -0.052851 0.000000
0.906000 0.058291 -0.048371 -0.052851 0.000000
0.908000 0.058291 -0.048292 -0.041215 0.000000
0.910000 0.058291 -0.041573 0.006115 0.000000
0.912000 0.058291 0.003467 0.083123 0.000000
0.914000 0.058291 0.078970 0.083123 0.000000
0.916000 0.058291 0.078814 0.044666 0.000000
0.918000 0.058291 0.045848 -0.008436 0.000000
0.920000 0.058291 -0.005354 -0.017498 0.000000
0.922000 0.056757 -0.016770 0.006078 0.000000
0.924000 0.056757 0.004899 0.006078 0.000000
0.926000 0.056757 0.004954 0.058835 0.000000
0.928000 0.056757 0.057403 0.107455 0.000000
0.930000 0.056757 0.105060 0.072122 0.000000
0.932000 0.056757 0.074133 -0.006169 0.000000
0.934000 0.056757 -0.001765 -0.006169 0.000000
0.936000 0.056757 -0.001883 -0.049733 0.000000
0.938000 0.056757 -0.048445 -0.043564 0.000000
0.940000 0.056757 -0.043964 0.026648 0.000000
0.942000 0.055223 0.022881 0.026648 0.000000
0.944000 0.055223 0.022906 0.063043 0.000000
0.946000 0.055223 0.062068 0.062985 0.000000
0.948000 0.055223 0.063260 0.042668 0.000000
0.950000 0.055223 0.043915 -0.020155 0.000000
0.952000 0.055223 -0.016965 -0.020155 0.000000
0.954000 0.055223 -0.017047 -0.009971 0.000000
0.956000 0.055223 -0.010225 -0.011563 0.000000
0.958000 0.055223 -0.011531 0.001568 0.000000
0.960000 0.055223 0.001021 0.001568 0.000000
0.962000 0.053689 0.001037 -0.004432 0.000000
0.964000 0.053689 -0.004126 0.002644 0.000000
0.966000 0.053689 0.002467 0.006962 0.000000
0.968000 0.053689 0.006419 0.052217 0.000000
0.970000 0.053689 0.049328 0.052217 0.000000
0.972000 0.053689 0.049191 0.066924 0.000000
