time ax ay az button
0.000000 -0.000000 0.000000 0.000000 0.000000
0.002000 -0.000000 0.000000 0.000000 0.000000
0.004000 -0.000000 0.000000 0.000000 0.000000
0.006000 -0.000000 0.000000 -0.065808 0.000000
0.008000 -0.000000 -0.065777 -0.067229 0.000000
0.010000 -0.000000 -0.058843 -0.067229 0.000000
0.012000 -0.000000 -0.058690 -0.056627 0.000000
0.014000 -0.000000 -0.036311 -0.031043 0.000000
0.016000 -0.000000 -0.023905 -0.071657 0.000000
0.018000 -0.000000 -0.038852 -0.086229 0.000000
0.020000 -0.000000 -0.043542 -0.086229 0.000000
0.022000 -0.000000 -0.043374 -0.069686 0.000000
0.024000 0.001534 -0.037262 -0.075931 0.000000
0.026000 0.001534 -0.037587 -0.085892 0.000000
0.028000 0.001534 -0.033643 -0.063977 0.000000
0.030000 0.001534 -0.027238 -0.063977 0.000000
0.032000 0.001534 -0.027064 -0.052257 0.000000
0.034000 0.001534 -0.024983 -0.080653 0.000000
0.036000 0.001534 -0.024746 -0.088310 0.000000
0.038000 0.001534 -0.024768 -0.088310 0.000000
0.040000 0.001534 -0.024630 -0.084329 0.000000
0.042000 0.001534 -0.024645 -0.086206 0.000000
0.044000 0.001534 -0.022923 -0.113336 0.000000
0.046000 0.001534 -0.020417 -0.089260 0.000000
0.048000 0.001534 -0.017190 -0.089260 0.000000
0.050000 0.001534 -0.017071 -0.070326 0.000000
0.052000 0.001534 -0.010542 -0.060394 0.000000
0.054000 0.001534 -0.008555 -0.055325 0.000000
0.056000 0.001534 -0.007473 -0.055325 0.000000
0.058000 0.001534 -0.007411 -0.060508 0.000000
0.060000 0.001534 -0.007051 -0.069956 0.000000
0.062000 0.001534 -0.008530 -0.083217 0.000000
0.064000 0.001534 -0.010777 -0.090066 0.000000
0.066000 0.001534 -0.013242 -0.090066 0.000000
0.068000 0.001534 -0.013182 -0.086612 0.000000
0.070000 0.001534 -0.014439 -0.072764 0.000000
0.072000 0.001534 -0.015185 -0.075704 0.000000
0.074000 0.001534 -0.016309 -0.070538 0.000000
0.076000 0.001534 -0.016293 -0.070538 0.000000
0.078000 0.001534 -0.016204 -0.067603 0.000000
0.080000 0.001534 -0.015782 -0.090913 0.000000
0.082000 0.001534 -0.017709 -0.100524 0.000000
0.084000 0.001534 -0.018664 -0.100524 0.000000
0.086000 0.001534 -0.018566 -0.098336 0.000000
0.088000 0.001534 -0.018026 -0.097656 0.000000
0.090000 0.001534 -0.017153 -0.094226 0.000000
0.092000 0.001534 -0.014700 -0.084672 0.000000
0.094000 0.001534 -0.012038 -0.084672 0.000000
0.096000 0.001534 -0.011954 -0.068020 0.000000
0.098000 0.001534 -0.007674 -0.054755 0.000000
0.100000 0.001534 -0.004262 -0.059792 0.000000
0.102000 0.001534 -0.002337 -0.059792 0.000000
0.104000 0.001534 -0.002306 -0.054403 0.000000
0.106000 0.001534 -0.000620 -0.056998 0.000000
0.108000 0.001534 -0.000856 -0.056998 0.000000
0.110000 0.001534 -0.000849 -0.058621 0.000000
0.112000 0.001534 -0.001588 -0.065884 0.000000
0.114000 0.001534 -0.002936 -0.053244 0.000000
0.116000 0.001534 -0.003781 -0.047145 0.000000
0.118000 0.001534 -0.006460 -0.047145 0.000000
0.120000 0.001534 -0.006440 -0.038933 0.000000
0.122000 0.001534 -0.009509 -0.046689 0.000000
0.124000 0.001534 -0.013035 -0.040629 0.000000
0.126000 0.001534 -0.015943 -0.040629 0.000000
0.128000 0.001534 -0.015876 -0.068037 0.000000
0.130000 0.001534 -0.020115 -0.088092 0.000000
0.132000 0.001534 -0.023168 -0.092060 0.000000
0.134000 0.001534 -0.024873 -0.099375 0.000000
0.136000 0.001534 -0.024117 -0.099375 0.000000
0.138000 0.001534 -0.023986 -0.096331 0.000000
0.140000 0.001534 -0.020795 -0.096400 0.000000
0.142000 0.001534 -0.017831 -0.075966 0.000000
0.144000 0.001534 -0.014356 -0.075966 0.000000
0.146000 0.001534 -0.014251 -0.072578 0.000000
0.148000 0.001534 -0.012628 -0.072153 0.000000
0.150000 0.001534 -0.012768 -0.079168 0.000000
0.152000 -0.000000 -0.014529 -0.074243 0.000000
0.154000 -0.000000 -0.016598 -0.074243 0.000000
0.156000 -0.000000 -0.016517 -0.102333 0.000000
0.158000 -0.000000 -0.020823 -0.107596 0.000000
0.160000 -0.000000 -0.023803 -0.096810 0.000000
0.162000 -0.000000 -0.024900 -0.101000 0.000000
0.164000 -0.000000 -0.023432 -0.101000 0.000000
0.166000 -0.000000 -0.023300 -0.101610 0.000000
0.168000 -0.000000 -0.020030 -0.081115 0.000000
0.170000 -0.000000 -0.015985 -0.085057 0.000000
0.172000 -0.000000 -0.013557 -0.085057 0.000000
0.174000 -0.000000 -0.013460 -0.076130 0.000000
0.176000 -0.000000 -0.013910 -0.085304 0.000000
0.178000 -0.000000 -0.016179 -0.069735 0.000000
0.180000 -0.000000 -0.018268 -0.101429 0.000000
0.182000 -0.000000 -0.022591 -0.101429 0.000000
0.184000 -0.000000 -0.022492 -0.120894 0.000000
0.186000 -0.000000 -0.026230 -0.120615 0.000000
0.188000 -0.001534 -0.027441 -0.148371 0.000000
0.190000 -0.001534 -0.026593 -0.148371 0.000000
0.192000 -0.001534 -0.026447 -0.109763 0.000000
0.194000 -0.001534 -0.013782 -0.092665 0.000000
0.196000 -0.001534 -0.005849 -0.064030 0.000000
0.198000 -0.001534 -0.001511 -0.033818 0.000000
0.200000 -0.001534 -0.001936 -0.033818 0.000000
0.202000 -0.001534 -0.001909 -0.029705 0.000000
0.204000 -0.001534 -0.005182 -0.039537 0.000000
0.206000 -0.001534 -0.008946 -0.071838 0.000000
0.208000 -0.001534 -0.013747 -0.121278 0.000000
0.210000 -0.001534 -0.017708 -0.121278 0.000000
0.212000 -0.001534 -0.017643 -0.145354 0.000000
0.214000 -0.001534 -0.019208 -0.108494 0.000000
0.216000 -0.001534 -0.017339 -0.052099 0.000000
0.218000 -0.001534 -0.014328 -0.052099 0.000000
0.220000 -0.001534 -0.014232 0.012874 0.000000
0.222000 -0.001534 -0.014724 0.034705 0.000000
0.224000 -0.001534 -0.017518 0.018302 0.000000
0.226000 -0.001534 -0.022278 -0.138616 0.000000
0.228000 -0.003068 -0.029478 -0.138616 0.000000
0.230000 -0.003068 -0.029358 -0.170069 0.000000
0.232000 -0.003068 -0.032338 -0.165545 0.000000
0.234000 -0.003068 -0.031524 -0.160729 0.000000
0.236000 -0.003068 -0.028850 -0.160729 0.000000
0.238000 -0.003068 -0.028680 -0.018477 0.000000
0.240000 -0.003068 -0.018880 0.058098 0.000000
0.242000 -0.003068 -0.013179 0.075752 0.000000
0.244000 -0.003068 -0.012024 -0.087615 0.000000
0.246000 -0.003068 -0.017742 -0.087615 0.000000
0.248000 -0.003068 -0.017655 -0.180650 0.000000
0.250000 -0.003068 -0.023589 -0.210196 0.000000
0.252000 -0.003068 -0.026207 -0.195130 0.000000
0.254000 -0.004602 -0.025522 -0.195130 0.000000
0.256000 -0.004602 -0.025392 -0.067026 0.000000
0.258000 -0.004602 -0.013935 0.003291 0.000000
0.260000 -0.004602 -0.004194 0.050894 0.000000
0.262000 -0.004602 0.003182 -0.035581 0.000000
0.264000 -0.004602 0.000929 -0.035581 0.000000
0.266000 -0.004602 0.000938 -0.106995 0.000000
0.268000 -0.004602 -0.005532 -0.157959 0.000000
0.270000 -0.004602 -0.013307 -0.160173 0.000000
0.272000 -0.004602 -0.019550 -0.072482 0.000000
0.274000 -0.006136 -0.019962 -0.072482 0.000000
0.276000 -0.006136 -0.019881 -0.052892 0.000000
0.278000 -0.006136 -0.015592 -0.060257 0.000000
0.280000 -0.006136 -0.009817 -0.108852 0.000000
0.282000 -0.006136 -0.004409 -0.108852 0.000000
0.284000 -0.006136 -0.004355 -0.107114 0.000000
0.286000 -0.006136 -0.001442 -0.070627 0.000000
0.288000 -0.006136 -0.001286 -0.014718 0.000000
0.290000 -0.006136 -0.002638 -0.030543 0.000000
0.292000 -0.006136 -0.004317 -0.030543 0.000000
0.294000 -0.007670 -0.004310 -0.098689 0.000000
0.296000 -0.007670 -0.007074 -0.168621 0.000000
0.298000 -0.007670 -0.009495 -0.165987 0.000000
0.300000 -0.007670 -0.009329 -0.165987 0.000000
0.302000 -0.007670 -0.009295 -0.068415 0.000000
0.304000 -0.007670 -0.009273 0.022100 0.000000
0.306000 -0.007670 -0.008972 0.059733 0.000000
0.308000 -0.007670 -0.005997 -0.082376 0.000000
0.310000 -0.007670 -0.007136 -0.082376 0.000000
0.312000 -0.007670 -0.007100 -0.126865 0.000000
0.314000 -0.007670 -0.012204 -0.122598 0.000000
